Zip,population,density,City,St,State,CitySt,County,Country,Coordinates,lat,long
92337,38868,1049.1,Fontana,California,CA,"Fontana,CA",San Bernardino,US,"34.0498, -117.4706",34.0498,-117.4706
92338,0,0,Ludlow,California,CA,"Ludlow,CA",San Bernardino,US,"34.7211, -116.16",34.7211,-116.16
92339,1185,32.3,Forest Falls,California,CA,"Forest Falls,CA",San Bernardino,US,"34.0937, -116.9362",34.0937,-116.9362
92340,1185,32.3,Hesperia,California,CA,"Hesperia,CA",San Bernardino,US,"34.4264, -117.3009",34.4264,-117.3009
92341,203,22.4,Green Valley Lake,California,CA,"Green Valley Lake,CA",San Bernardino,US,"34.2348, -117.066",34.2348,-117.066
92342,6508,23.4,Helendale,California,CA,"Helendale,CA",San Bernardino,US,"34.7499, -117.3367",34.7499,-117.3367
92344,23003,208.3,Hesperia,California,CA,"Hesperia,CA",San Bernardino,US,"34.4239, -117.4075",34.4239,-117.4075
92345,80808,370.5,Hesperia,California,CA,"Hesperia,CA",San Bernardino,US,"34.4222, -117.3025",34.4222,-117.3025
92346,61751,832.7,Highland,California,CA,"Highland,CA",San Bernardino,US,"34.1283, -117.2087",34.1283,-117.2087
92347,843,4.5,Hinkley,California,CA,"Hinkley,CA",San Bernardino,US,"34.9279, -117.1809",34.9279,-117.1809
92350,843,4.5,Loma Linda,California,CA,"Loma Linda,CA",San Bernardino,US,"34.0483, -117.2612",34.0483,-117.2612
92352,5729,320.3,Lake Arrowhead,California,CA,"Lake Arrowhead,CA",San Bernardino,US,"34.2606, -117.2016",34.2606,-117.2016
92354,21679,1703.8,Loma Linda,California,CA,"Loma Linda,CA",San Bernardino,US,"34.0528, -117.2513",34.0528,-117.2513
92356,6065,6.3,Lucerne Valley,California,CA,"Lucerne Valley,CA",San Bernardino,US,"34.447, -116.9189",34.447,-116.9189
92357,6065,6.3,Loma Linda,California,CA,"Loma Linda,CA",San Bernardino,US,"34.0483, -117.2612",34.0483,-117.2612
92358,782,13.8,Lytle Creek,California,CA,"Lytle Creek,CA",San Bernardino,US,"34.2558, -117.5186",34.2558,-117.5186
92359,9056,186.8,Mentone,California,CA,"Mentone,CA",San Bernardino,US,"34.0774, -117.1126",34.0774,-117.1126
92363,5407,10.4,Needles,California,CA,"Needles,CA",San Bernardino,US,"34.7824, -114.5871",34.7824,-114.5871
92364,0,0.1,Nipton,California,CA,"Nipton,CA",San Bernardino,US,"35.4667, -115.2722",35.4667,-115.2722
92365,2792,5.9,Newberry Springs,California,CA,"Newberry Springs,CA",San Bernardino,US,"34.885, -116.7464",34.885,-116.7464
92366,2792,5.9,Mountain Pass,California,CA,"Mountain Pass,CA",San Bernardino,US,"35.4703, -115.545",35.4703,-115.545
92368,1100,15.4,Oro Grande,California,CA,"Oro Grande,CA",San Bernardino,US,"34.6178, -117.3327",34.6178,-117.3327
92369,1100,15.4,Patton,California,CA,"Patton,CA",San Bernardino,US,"34.1358, -117.2239",34.1358,-117.2239
92371,17882,46.3,Phelan,California,CA,"Phelan,CA",San Bernardino,US,"34.4449, -117.5196",34.4449,-117.5196
92372,6282,86.1,Pinon Hills,California,CA,"Pinon Hills,CA",San Bernardino,US,"34.4429, -117.6403",34.4429,-117.6403
92373,33264,316.8,Redlands,California,CA,"Redlands,CA",San Bernardino,US,"34.0397, -117.1804",34.0397,-117.1804
92374,43633,831.6,Redlands,California,CA,"Redlands,CA",San Bernardino,US,"34.065, -117.1672",34.065,-117.1672
92375,43633,831.6,Redlands,California,CA,"Redlands,CA",San Bernardino,US,"34.0556, -117.1825",34.0556,-117.1825
92376,87027,2328.4,Rialto,California,CA,"Rialto,CA",San Bernardino,US,"34.1132, -117.3771",34.1132,-117.3771
92377,19556,756.1,Rialto,California,CA,"Rialto,CA",San Bernardino,US,"34.1561, -117.4042",34.1561,-117.4042
92378,263,85.3,Rimforest,California,CA,"Rimforest,CA",San Bernardino,US,"34.2297, -117.225",34.2297,-117.225
92382,4709,134.9,Running Springs,California,CA,"Running Springs,CA",San Bernardino,US,"34.2102, -117.1109",34.2102,-117.1109
92385,202,14.4,Skyforest,California,CA,"Skyforest,CA",San Bernardino,US,"34.2353, -117.1792",34.2353,-117.1792
92386,2140,457.1,Sugarloaf,California,CA,"Sugarloaf,CA",San Bernardino,US,"34.2372, -116.8277",34.2372,-116.8277
92391,2479,418.8,Twin Peaks,California,CA,"Twin Peaks,CA",San Bernardino,US,"34.2379, -117.2348",34.2379,-117.2348
92392,58204,567.4,Victorville,California,CA,"Victorville,CA",San Bernardino,US,"34.4802, -117.4082",34.4802,-117.4082
92393,58204,567.4,Victorville,California,CA,"Victorville,CA",San Bernardino,US,"34.5361, -117.2912",34.5361,-117.2912
92394,35365,469.6,Victorville,California,CA,"Victorville,CA",San Bernardino,US,"34.5563, -117.3528",34.5563,-117.3528
92395,42741,939.1,Victorville,California,CA,"Victorville,CA",San Bernardino,US,"34.5016, -117.2944",34.5016,-117.2944
92397,4571,182.7,Wrightwood,California,CA,"Wrightwood,CA",San Bernardino,US,"34.3628, -117.6249",34.3628,-117.6249
92398,2098,19,Yermo,California,CA,"Yermo,CA",San Bernardino,US,"34.905, -116.8203",34.905,-116.8203
92399,54163,383,Yucaipa,California,CA,"Yucaipa,CA",San Bernardino,US,"34.0282, -117.0489",34.0282,-117.0489
92401,1929,862.5,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1105, -117.2898",34.1105,-117.2898
92402,1929,862.5,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1083, -117.2898",34.1083,-117.2898
92403,1929,862.5,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1083, -117.2898",34.1083,-117.2898
92404,61216,787.2,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1426, -117.2606",34.1426,-117.2606
92405,30511,2359.3,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1446, -117.3013",34.1446,-117.3013
92406,30511,2359.3,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1083, -117.2898",34.1083,-117.2898
92407,69222,348.1,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.2166, -117.3908",34.2166,-117.3908
92408,14434,553.5,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.0831, -117.2711",34.0831,-117.2711
92410,45641,2322.7,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1069, -117.2975",34.1069,-117.2975
92411,26563,2460.7,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1214, -117.3172",34.1214,-117.3172
92413,26563,2460.7,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1083, -117.2898",34.1083,-117.2898
92415,26563,2460.7,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1083, -117.2898",34.1083,-117.2898
92418,26563,2460.7,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1083, -117.2898",34.1083,-117.2898
92423,26563,2460.7,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1083, -117.2898",34.1083,-117.2898
92427,26563,2460.7,San Bernardino,California,CA,"San Bernardino,CA",San Bernardino,US,"34.1083, -117.2898",34.1083,-117.2898
93558,40,13.2,Red Mountain,California,CA,"Red Mountain,CA",San Bernardino,US,"35.3479, -117.6214",35.3479,-117.6214
93562,1723,17.7,Trona,California,CA,"Trona,CA",San Bernardino,US,"35.7481, -117.3808",35.7481,-117.3808
93592,77,0.2,Trona,California,CA,"Trona,CA",San Bernardino,US,"35.7627, -117.3728",35.7627,-117.3728
91901,18558,75.2,Alpine,California,CA,"Alpine,CA",San Diego,US,"32.8282, -116.7543",32.8282,-116.7543
91902,20138,781.2,Bonita,California,CA,"Bonita,CA",San Diego,US,"32.6671, -117.0221",32.6671,-117.0221
91903,20138,781.2,Alpine,California,CA,"Alpine,CA",San Diego,US,"32.8351, -116.7664",32.8351,-116.7664
91905,1478,10,Boulevard,California,CA,"Boulevard,CA",San Diego,US,"32.6719, -116.32",32.6719,-116.32
91906,4351,13.3,Campo,California,CA,"Campo,CA",San Diego,US,"32.6605, -116.4905",32.6605,-116.4905
91908,4351,13.3,Bonita,California,CA,"Bonita,CA",San Diego,US,"32.6578, -117.03",32.6578,-117.03
91909,4351,13.3,Chula Vista,California,CA,"Chula Vista,CA",San Diego,US,"32.6401, -117.0842",32.6401,-117.0842
91910,74297,2392.3,Chula Vista,California,CA,"Chula Vista,CA",San Diego,US,"32.6371, -117.0676",32.6371,-117.0676
91911,85365,2736.2,Chula Vista,California,CA,"Chula Vista,CA",San Diego,US,"32.6084, -117.0565",32.6084,-117.0565
91912,85365,2736.2,Chula Vista,California,CA,"Chula Vista,CA",San Diego,US,"32.6401, -117.0842",32.6401,-117.0842
91913,53072,1551.9,Chula Vista,California,CA,"Chula Vista,CA",San Diego,US,"32.6513, -116.9852",32.6513,-116.9852
91914,16357,947.7,Chula Vista,California,CA,"Chula Vista,CA",San Diego,US,"32.6587, -116.9652",32.6587,-116.9652
91915,31740,1251.1,Chula Vista,California,CA,"Chula Vista,CA",San Diego,US,"32.6315, -116.9408",32.6315,-116.9408
91916,1962,15.7,Descanso,California,CA,"Descanso,CA",San Diego,US,"32.873, -116.6027",32.873,-116.6027
91917,920,10.5,Dulzura,California,CA,"Dulzura,CA",San Diego,US,"32.6152, -116.7285",32.6152,-116.7285
91921,920,10.5,Chula Vista,California,CA,"Chula Vista,CA",San Diego,US,"32.6401, -117.0842",32.6401,-117.0842
91931,496,15.8,Guatay,California,CA,"Guatay,CA",San Diego,US,"32.8497, -116.5583",32.8497,-116.5583
91932,26701,3753.6,Imperial Beach,California,CA,"Imperial Beach,CA",San Diego,US,"32.5783, -117.1148",32.5783,-117.1148
91933,26701,3753.6,Imperial Beach,California,CA,"Imperial Beach,CA",San Diego,US,"32.5839, -117.1131",32.5839,-117.1131
91934,267,6.1,Jacumba,California,CA,"Jacumba,CA",San Diego,US,"32.6249, -116.1952",32.6249,-116.1952
91935,8332,34.5,Jamul,California,CA,"Jamul,CA",San Diego,US,"32.7163, -116.8323",32.7163,-116.8323
91941,32384,1522,La Mesa,California,CA,"La Mesa,CA",San Diego,US,"32.7604, -117.0115",32.7604,-117.0115
91942,40205,2506.3,La Mesa,California,CA,"La Mesa,CA",San Diego,US,"32.7835, -117.0189",32.7835,-117.0189
91943,40205,2506.3,La Mesa,California,CA,"La Mesa,CA",San Diego,US,"32.7678, -117.0231",32.7678,-117.0231
91944,40205,2506.3,La Mesa,California,CA,"La Mesa,CA",San Diego,US,"32.7678, -117.0231",32.7678,-117.0231
91945,27193,2505.2,Lemon Grove,California,CA,"Lemon Grove,CA",San Diego,US,"32.7332, -117.0326",32.7332,-117.0326
91946,27193,2505.2,Lemon Grove,California,CA,"Lemon Grove,CA",San Diego,US,"32.7426, -117.0314",32.7426,-117.0314
91948,15,1.5,Mount Laguna,California,CA,"Mount Laguna,CA",San Diego,US,"32.8676, -116.4206",32.8676,-116.4206
91950,62639,3059.5,National City,California,CA,"National City,CA",San Diego,US,"32.6749, -117.0897",32.6749,-117.0897
91951,62639,3059.5,National City,California,CA,"National City,CA",San Diego,US,"32.6781, -117.0992",32.6781,-117.0992
91962,2378,12.3,Pine Valley,California,CA,"Pine Valley,CA",San Diego,US,"32.835, -116.5127",32.835,-116.5127
91963,999,12.8,Potrero,California,CA,"Potrero,CA",San Diego,US,"32.6205, -116.6037",32.6205,-116.6037
91976,999,12.8,Spring Valley,California,CA,"Spring Valley,CA",San Diego,US,"32.7448, -116.9989",32.7448,-116.9989
91977,63393,2332.5,Spring Valley,California,CA,"Spring Valley,CA",San Diego,US,"32.724, -116.9976",32.724,-116.9976
91978,10518,509.9,Spring Valley,California,CA,"Spring Valley,CA",San Diego,US,"32.7329, -116.9596",32.7329,-116.9596
91979,10518,509.9,Spring Valley,California,CA,"Spring Valley,CA",San Diego,US,"32.7448, -116.9989",32.7448,-116.9989
91980,636,17.8,Tecate,California,CA,"Tecate,CA",San Diego,US,"32.5889, -116.6192",32.5889,-116.6192
91987,636,17.8,Tecate,California,CA,"Tecate,CA",San Diego,US,"32.5773, -116.6275",32.5773,-116.6275
92003,5042,105.6,Bonsall,California,CA,"Bonsall,CA",San Diego,US,"33.294, -117.1897",33.294,-117.1897
92004,2414,2.2,Borrego Springs,California,CA,"Borrego Springs,CA",San Diego,US,"33.2386, -116.3514",33.2386,-116.3514
92007,11234,1647.5,Cardiff By The Sea,California,CA,"Cardiff By The Sea,CA",San Diego,US,"33.023, -117.2745",33.023,-117.2745
92008,27330,1035.8,Carlsbad,California,CA,"Carlsbad,CA",San Diego,US,"33.1602, -117.325",33.1602,-117.325
92009,45827,1236.1,Carlsbad,California,CA,"Carlsbad,CA",San Diego,US,"33.0954, -117.2619",33.0954,-117.2619
92010,16131,682.6,Carlsbad,California,CA,"Carlsbad,CA",San Diego,US,"33.1639, -117.3009",33.1639,-117.3009
92011,24382,1272.1,Carlsbad,California,CA,"Carlsbad,CA",San Diego,US,"33.1072, -117.2943",33.1072,-117.2943
92013,24382,1272.1,Carlsbad,California,CA,"Carlsbad,CA",San Diego,US,"33.1581, -117.3506",33.1581,-117.3506
92014,13863,842.3,Del Mar,California,CA,"Del Mar,CA",San Diego,US,"32.9665, -117.249",32.9665,-117.249
92018,13863,842.3,Carlsbad,California,CA,"Carlsbad,CA",San Diego,US,"33.1581, -117.3506",33.1581,-117.3506
92019,42400,593.1,El Cajon,California,CA,"El Cajon,CA",San Diego,US,"32.7777, -116.9191",32.7777,-116.9191
92020,58742,2002.4,El Cajon,California,CA,"El Cajon,CA",San Diego,US,"32.7928, -116.9665",32.7928,-116.9665
92021,71321,845.1,El Cajon,California,CA,"El Cajon,CA",San Diego,US,"32.8178, -116.9223",32.8178,-116.9223
92022,71321,845.1,El Cajon,California,CA,"El Cajon,CA",San Diego,US,"32.7948, -116.9625",32.7948,-116.9625
92023,71321,845.1,Encinitas,California,CA,"Encinitas,CA",San Diego,US,"33.036, -117.292",33.036,-117.292
92024,51496,1123.9,Encinitas,California,CA,"Encinitas,CA",San Diego,US,"33.0535, -117.2689",33.0535,-117.2689
92025,53772,875.4,Escondido,California,CA,"Escondido,CA",San Diego,US,"33.1101, -117.07",33.1101,-117.07
92026,49921,507.5,Escondido,California,CA,"Escondido,CA",San Diego,US,"33.1605, -117.0978",33.1605,-117.0978
92027,56811,329.8,Escondido,California,CA,"Escondido,CA",San Diego,US,"33.1388, -117.052",33.1388,-117.052
92028,49380,189.2,Fallbrook,California,CA,"Fallbrook,CA",San Diego,US,"33.369, -117.229",33.369,-117.229
92029,19149,310.7,Escondido,California,CA,"Escondido,CA",San Diego,US,"33.0895, -117.1128",33.0895,-117.1128
92030,19149,310.7,Escondido,California,CA,"Escondido,CA",San Diego,US,"33.1192, -117.0864",33.1192,-117.0864
92033,19149,310.7,Escondido,California,CA,"Escondido,CA",San Diego,US,"33.1192, -117.0864",33.1192,-117.0864
92036,2221,7.4,Julian,California,CA,"Julian,CA",San Diego,US,"33.0534, -116.5658",33.0534,-116.5658
92037,39724,1382.3,La Jolla,California,CA,"La Jolla,CA",San Diego,US,"32.8455, -117.2521",32.8455,-117.2521
92038,39724,1382.3,La Jolla,California,CA,"La Jolla,CA",San Diego,US,"32.8473, -117.2742",32.8473,-117.2742
92039,39724,1382.3,La Jolla,California,CA,"La Jolla,CA",San Diego,US,"32.8473, -117.2742",32.8473,-117.2742
92040,46261,248.2,Lakeside,California,CA,"Lakeside,CA",San Diego,US,"32.8562, -116.9201",32.8562,-116.9201
92046,46261,248.2,Escondido,California,CA,"Escondido,CA",San Diego,US,"33.1192, -117.0864",33.1192,-117.0864
92049,46261,248.2,Oceanside,California,CA,"Oceanside,CA",San Diego,US,"33.1959, -117.3795",33.1959,-117.3795
92051,46261,248.2,Oceanside,California,CA,"Oceanside,CA",San Diego,US,"33.1959, -117.3795",33.1959,-117.3795
92052,46261,248.2,Oceanside,California,CA,"Oceanside,CA",San Diego,US,"33.1959, -117.3795",33.1959,-117.3795
92054,42173,1303.2,Oceanside,California,CA,"Oceanside,CA",San Diego,US,"33.2072, -117.3573",33.2072,-117.3573
92055,12120,61.4,Camp Pendleton,California,CA,"Camp Pendleton,CA",San Diego,US,"33.2433, -117.3768",33.2433,-117.3768
92056,53845,1608.5,Oceanside,California,CA,"Oceanside,CA",San Diego,US,"33.1968, -117.2831",33.1968,-117.2831
92057,58347,1383.6,Oceanside,California,CA,"Oceanside,CA",San Diego,US,"33.2407, -117.3025",33.2407,-117.3025
92058,45894,583.6,Oceanside,California,CA,"Oceanside,CA",San Diego,US,"33.1959, -117.3795",33.1959,-117.3795
92059,1456,22.4,Pala,California,CA,"Pala,CA",San Diego,US,"33.3777, -117.0717",33.3777,-117.0717
92060,92,1.2,Palomar Mountain,California,CA,"Palomar Mountain,CA",San Diego,US,"33.3228, -116.8786",33.3228,-116.8786
92061,2376,24.3,Pauma Valley,California,CA,"Pauma Valley,CA",San Diego,US,"33.3063, -116.9596",33.3063,-116.9596
92064,49933,451.6,Poway,California,CA,"Poway,CA",San Diego,US,"32.9756, -117.0402",32.9756,-117.0402
92065,36309,82.8,Ramona,California,CA,"Ramona,CA",San Diego,US,"33.0293, -116.8535",33.0293,-116.8535
92066,572,7.4,Ranchita,California,CA,"Ranchita,CA",San Diego,US,"33.21, -116.5167",33.21,-116.5167
92067,8756,163.4,Rancho Santa Fe,California,CA,"Rancho Santa Fe,CA",San Diego,US,"33.005, -117.2157",33.005,-117.2157
92068,8756,163.4,San Luis Rey,California,CA,"San Luis Rey,CA",San Diego,US,"33.232, -117.3236",33.232,-117.3236
92069,51447,1088.2,San Marcos,California,CA,"San Marcos,CA",San Diego,US,"33.1444, -117.1697",33.1444,-117.1697
92070,829,3.6,Santa Ysabel,California,CA,"Santa Ysabel,CA",San Diego,US,"33.1476, -116.6963",33.1476,-116.6963
92071,57511,1175.2,Santee,California,CA,"Santee,CA",San Diego,US,"32.8486, -116.9862",32.8486,-116.9862
92072,57511,1175.2,Santee,California,CA,"Santee,CA",San Diego,US,"32.8384, -116.9739",32.8384,-116.9739
92074,57511,1175.2,Poway,California,CA,"Poway,CA",San Diego,US,"32.9628, -117.0359",32.9628,-117.0359
92075,12624,1314.3,Solana Beach,California,CA,"Solana Beach,CA",San Diego,US,"32.9937, -117.2598",32.9937,-117.2598
92078,49034,993.3,San Marcos,California,CA,"San Marcos,CA",San Diego,US,"33.1193, -117.185",33.1193,-117.185
92079,49034,993.3,San Marcos,California,CA,"San Marcos,CA",San Diego,US,"33.1434, -117.1661",33.1434,-117.1661
92081,29405,1191.8,Vista,California,CA,"Vista,CA",San Diego,US,"33.1644, -117.2403",33.1644,-117.2403
92082,18065,59.8,Valley Center,California,CA,"Valley Center,CA",San Diego,US,"33.249, -117.0122",33.249,-117.0122
92083,39043,2565.3,Vista,California,CA,"Vista,CA",San Diego,US,"33.1978, -117.2482",33.1978,-117.2482
92084,51419,703.2,Vista,California,CA,"Vista,CA",San Diego,US,"33.2131, -117.2243",33.2131,-117.2243
92085,51419,703.2,Vista,California,CA,"Vista,CA",San Diego,US,"33.2, -117.2425",33.2,-117.2425
92086,1544,2.8,Warner Springs,California,CA,"Warner Springs,CA",San Diego,US,"33.3096, -116.6527",33.3096,-116.6527
92088,1544,2.8,Fallbrook,California,CA,"Fallbrook,CA",San Diego,US,"33.3764, -117.2511",33.3764,-117.2511
92091,1343,620.1,Rancho Santa Fe,California,CA,"Rancho Santa Fe,CA",San Diego,US,"32.9623, -117.0462",32.9623,-117.0462
92092,1343,620.1,La Jolla,California,CA,"La Jolla,CA",San Diego,US,"32.8473, -117.2742",32.8473,-117.2742
92093,1343,620.1,La Jolla,California,CA,"La Jolla,CA",San Diego,US,"32.8473, -117.2742",32.8473,-117.2742
92096,1343,620.1,San Marcos,California,CA,"San Marcos,CA",San Diego,US,"33.1434, -117.1661",33.1434,-117.1661
92101,39313,3040,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7185, -117.1593",32.7185,-117.1593
92102,44500,3603,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7139, -117.1219",32.7139,-117.1219
92103,34878,3184.4,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7466, -117.1636",32.7466,-117.1636
92104,45202,4531.3,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7454, -117.1272",32.7454,-117.1272
92105,72848,4840.2,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7423, -117.0947",32.7423,-117.0947
92106,19080,1319.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7272, -117.2268",32.7272,-117.2268
92107,31148,3525.3,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7425, -117.2433",32.7425,-117.2433
92108,22565,1682.1,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7783, -117.1335",32.7783,-117.1335
92109,48417,2325.7,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7969, -117.2405",32.7969,-117.2405
92110,29911,2013.1,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7635, -117.2028",32.7635,-117.2028
92111,49369,2060,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7972, -117.1708",32.7972,-117.1708
92112,49369,2060,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92113,55623,4108.7,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.697, -117.1153",32.697,-117.1153
92114,70039,3066.7,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7059, -117.0524",32.7059,-117.0524
92115,65853,3479.1,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7607, -117.0721",32.7607,-117.0721
92116,33767,3561.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7624, -117.1242",32.7624,-117.1242
92117,56173,2255.7,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.8239, -117.1965",32.8239,-117.1965
92118,22484,1166.3,Coronado,California,CA,"Coronado,CA",San Diego,US,"32.6807, -117.1698",32.6807,-117.1698
92119,23990,1300.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.8036, -117.0261",32.8036,-117.0261
92120,29142,1501.7,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7958, -117.0707",32.7958,-117.0707
92121,4655,131.7,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.8919, -117.2035",32.8919,-117.2035
92122,48438,1059.1,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.8577, -117.2115",32.8577,-117.2115
92123,31216,1265.3,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7973, -117.1392",32.7973,-117.1392
92124,32170,1110.2,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.8201, -117.0986",32.8201,-117.0986
92126,82572,2244.1,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.9161, -117.1402",32.9161,-117.1402
92127,48721,688.3,San Diego,California,CA,"San Diego,CA",San Diego,US,"33.0279, -117.0856",33.0279,-117.0856
92128,51066,1638.9,San Diego,California,CA,"San Diego,CA",San Diego,US,"33.0067, -117.069",33.0067,-117.069
92129,54986,1415.6,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.9652, -117.1213",32.9652,-117.1213
92130,55316,1024.9,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.9555, -117.2252",32.9555,-117.2252
92131,34359,503.2,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.9123, -117.0898",32.9123,-117.0898
92132,0,0,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.6437, -117.1384",32.6437,-117.1384
92134,280,424.9,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7242, -117.1466",32.7242,-117.1466
92135,646,466.1,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92136,646,466.1,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.6834, -117.1219",32.6834,-117.1219
92137,646,466.1,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.8538, -117.1197",32.8538,-117.1197
92138,646,466.1,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92139,37040,3748.6,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.6806, -117.0474",32.6806,-117.0474
92140,3669,2042.2,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7434, -117.2004",32.7434,-117.2004
92142,3669,2042.2,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92143,3669,2042.2,San Ysidro,California,CA,"San Ysidro,CA",San Diego,US,"33.2553, -116.5664",33.2553,-116.5664
92145,2389,167.1,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.8891, -117.1005",32.8891,-117.1005
92147,551,2279.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92149,551,2279.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92150,551,2279.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92152,551,2279.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92153,551,2279.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92154,86811,829.6,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.5753, -117.0707",32.5753,-117.0707
92155,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.6716, -117.1657",32.6716,-117.1657
92158,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92159,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92160,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92161,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.8718, -117.2291",32.8718,-117.2291
92163,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92165,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92166,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92167,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92168,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92169,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92170,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92171,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92172,490,945.5,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92173,31866,2242.8,San Ysidro,California,CA,"San Ysidro,CA",San Diego,US,"32.5626, -117.043",32.5626,-117.043
92174,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92175,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92176,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92177,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
