Zip,population,density,City,St,State,CitySt,County,Country,Coordinates,lat,long
98296,30373,317,Snohomish,Washington,WA,"Snohomish,WA",Snohomish,US,"47.8579, -122.092",47.8579,-122.092
99001,6798,334.3,Airway Heights,Washington,WA,"Airway Heights,WA",Spokane,US,"47.6438, -117.5921",47.6438,-117.5921
99003,4496,26.7,Chattaroy,Washington,WA,"Chattaroy,WA",Spokane,US,"47.9192, -117.2921",47.9192,-117.2921
99004,20411,21.1,Cheney,Washington,WA,"Cheney,WA",Spokane,US,"47.4943, -117.5834",47.4943,-117.5834
99005,9122,83.4,Colbert,Washington,WA,"Colbert,WA",Spokane,US,"47.8411, -117.3759",47.8411,-117.3759
99006,13055,25.1,Deer Park,Washington,WA,"Deer Park,WA",Spokane,US,"47.9543, -117.4769",47.9543,-117.4769
99009,3671,19,Elk,Washington,WA,"Elk,WA",Spokane,US,"48.0205, -117.2963",48.0205,-117.2963
99011,3118,163.8,Fairchild Air Force Base,Washington,WA,"Fairchild Air Force Base,WA",Spokane,US,"47.6332, -117.6546",47.6332,-117.6546
99012,823,4.3,Fairfield,Washington,WA,"Fairfield,WA",Spokane,US,"47.3987, -117.1921",47.3987,-117.1921
99014,1808,6.7,Four Lakes,Washington,WA,"Four Lakes,WA",Spokane,US,"47.5599, -117.5958",47.5599,-117.5958
99016,14543,191.2,Greenacres,Washington,WA,"Greenacres,WA",Spokane,US,"47.6584, -117.1568",47.6584,-117.1568
99018,179,3.1,Latah,Washington,WA,"Latah,WA",Spokane,US,"47.2999, -117.1395",47.2999,-117.1395
99019,11604,167.5,Liberty Lake,Washington,WA,"Liberty Lake,WA",Spokane,US,"47.6517, -117.0838",47.6517,-117.0838
99020,0,352.2,Marshall,Washington,WA,"Marshall,WA",Spokane,US,"47.5649, -117.4994",47.5649,-117.4994
99021,9627,42.1,Mead,Washington,WA,"Mead,WA",Spokane,US,"47.7933, -117.3117",47.7933,-117.3117
99022,8487,49.4,Medical Lake,Washington,WA,"Medical Lake,WA",Spokane,US,"47.615, -117.704",47.615,-117.704
99023,627,15,Mica,Washington,WA,"Mica,WA",Spokane,US,"47.5538, -117.1637",47.5538,-117.1637
99025,4901,45.3,Newman Lake,Washington,WA,"Newman Lake,WA",Spokane,US,"47.7274, -117.064",47.7274,-117.064
99026,9298,49.2,Nine Mile Falls,Washington,WA,"Nine Mile Falls,WA",Spokane,US,"47.8019, -117.5894",47.8019,-117.5894
99027,6412,156.1,Otis Orchards,Washington,WA,"Otis Orchards,WA",Spokane,US,"47.7027, -117.1121",47.7027,-117.1121
99029,1058,4.2,Reardan,Washington,WA,"Reardan,WA",Spokane,US,"47.7054, -117.8663",47.7054,-117.8663
99030,1037,5.1,Rockford,Washington,WA,"Rockford,WA",Spokane,US,"47.4528, -117.1318",47.4528,-117.1318
99031,1325,6.2,Spangle,Washington,WA,"Spangle,WA",Spokane,US,"47.4338, -117.3827",47.4338,-117.3827
99036,1718,13.7,Valleyford,Washington,WA,"Valleyford,WA",Spokane,US,"47.5292, -117.2686",47.5292,-117.2686
99037,14672,774.6,Veradale,Washington,WA,"Veradale,WA",Spokane,US,"47.6421, -117.1977",47.6421,-117.1977
99039,72,7.5,Waverly,Washington,WA,"Waverly,WA",Spokane,US,"47.3427, -117.228",47.3427,-117.228
99201,13547,1716.3,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6665, -117.4365",47.6665,-117.4365
99202,20627,1356.7,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6547, -117.381",47.6547,-117.381
99203,20943,1666,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6294, -117.4041",47.6294,-117.4041
99204,6538,2288,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6501, -117.4298",47.6501,-117.4298
99205,43285,1817.8,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6964, -117.4399",47.6964,-117.4399
99206,37989,574.1,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6496, -117.2581",47.6496,-117.2581
99207,29708,2186.9,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6977, -117.3746",47.6977,-117.3746
99208,53961,386.8,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.7374, -117.4352",47.7374,-117.4352
99209,53961,386.8,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6597, -117.4291",47.6597,-117.4291
99210,53961,386.8,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6536, -117.4317",47.6536,-117.4317
99211,53961,386.8,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6536, -117.4317",47.6536,-117.4317
99212,19895,610.6,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6686, -117.3049",47.6686,-117.3049
99213,19895,610.6,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6567, -117.2825",47.6567,-117.2825
99214,19895,610.6,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6536, -117.4317",47.6536,-117.4317
99215,19895,610.6,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6536, -117.4317",47.6536,-117.4317
99216,26107,704.4,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6634, -117.2193",47.6634,-117.2193
99217,17616,131.8,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.738, -117.2557",47.738,-117.2557
99218,16518,818.5,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.7556, -117.4146",47.7556,-117.4146
99219,16518,818.5,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6536, -117.4317",47.6536,-117.4317
99220,16518,818.5,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6536, -117.4317",47.6536,-117.4317
99223,31603,394.8,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6156, -117.3622",47.6156,-117.3622
99224,21241,60.3,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6289, -117.5513",47.6289,-117.5513
99228,21241,60.3,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6536, -117.4317",47.6536,-117.4317
99251,21241,60.3,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6536, -117.4317",47.6536,-117.4317
99252,21241,60.3,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6536, -117.4317",47.6536,-117.4317
99256,21241,60.3,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6536, -117.4317",47.6536,-117.4317
99258,21241,60.3,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6536, -117.4317",47.6536,-117.4317
99260,21241,60.3,Spokane,Washington,WA,"Spokane,WA",Spokane,US,"47.6536, -117.4317",47.6536,-117.4317
99013,1808,6.7,Ford,Washington,WA,"Ford,WA",Stevens,US,"47.9169, -117.8119",47.9169,-117.8119
99034,1,4.7,Tumtum,Washington,WA,"Tumtum,WA",Stevens,US,"47.8941, -117.7536",47.8941,-117.7536
99040,724,2.7,Wellpinit,Washington,WA,"Wellpinit,WA",Stevens,US,"47.8697, -117.9856",47.8697,-117.9856
99101,1400,5.1,Addy,Washington,WA,"Addy,WA",Stevens,US,"48.3364, -117.9579",48.3364,-117.9579
99109,5234,7,Chewelah,Washington,WA,"Chewelah,WA",Stevens,US,"48.2876, -117.7754",48.2876,-117.7754
99110,1868,17.1,Clayton,Washington,WA,"Clayton,WA",Stevens,US,"48.0071, -117.5579",48.0071,-117.5579
99114,12453,6.4,Colville,Washington,WA,"Colville,WA",Stevens,US,"48.578, -117.8645",48.578,-117.8645
99126,1079,6.5,Evans,Washington,WA,"Evans,WA",Stevens,US,"48.7458, -118.0001",48.7458,-118.0001
99129,806,2,Fruitland,Washington,WA,"Fruitland,WA",Stevens,US,"47.9797, -118.2159",47.9797,-118.2159
99131,138,2.5,Gifford,Washington,WA,"Gifford,WA",Stevens,US,"48.2685, -118.1136",48.2685,-118.1136
99137,384,1.6,Hunters,Washington,WA,"Hunters,WA",Stevens,US,"48.1333, -118.1525",48.1333,-118.1525
99141,5081,3.8,Kettle Falls,Washington,WA,"Kettle Falls,WA",Stevens,US,"48.6364, -118.0548",48.6364,-118.0548
99148,1844,14,Loon Lake,Washington,WA,"Loon Lake,WA",Stevens,US,"48.0784, -117.6325",48.0784,-117.6325
99151,132,518.3,Marcus,Washington,WA,"Marcus,WA",Stevens,US,"48.6632, -118.0683",48.6632,-118.0683
99157,666,3.7,Northport,Washington,WA,"Northport,WA",Stevens,US,"48.9247, -117.7931",48.9247,-117.7931
99167,492,3.9,Rice,Washington,WA,"Rice,WA",Stevens,US,"48.4062, -118.1249",48.4062,-118.1249
99173,1870,4.5,Springdale,Washington,WA,"Springdale,WA",Stevens,US,"48.0022, -117.829",48.0022,-117.829
99181,1706,7.4,Valley,Washington,WA,"Valley,WA",Stevens,US,"48.1351, -117.761",48.1351,-117.761
98501,41669,427.5,Olympia,Washington,WA,"Olympia,WA",Thurston,US,"47.0129, -122.8763",47.0129,-122.8763
98502,34800,216.5,Olympia,Washington,WA,"Olympia,WA",Thurston,US,"47.1043, -123.0552",47.1043,-123.0552
98503,39319,1251.8,Lacey,Washington,WA,"Lacey,WA",Thurston,US,"47.024, -122.7827",47.024,-122.7827
98504,39319,1251.8,Olympia,Washington,WA,"Olympia,WA",Thurston,US,"47.0379, -122.9007",47.0379,-122.9007
98505,39319,1251.8,Olympia,Washington,WA,"Olympia,WA",Thurston,US,"47.0654, -122.9762",47.0654,-122.9762
98506,17372,314,Olympia,Washington,WA,"Olympia,WA",Thurston,US,"47.1042, -122.87",47.1042,-122.87
98507,17372,314,Olympia,Washington,WA,"Olympia,WA",Thurston,US,"47.0379, -122.9007",47.0379,-122.9007
98508,17372,314,Olympia,Washington,WA,"Olympia,WA",Thurston,US,"47.0379, -122.9007",47.0379,-122.9007
98509,17372,314,Lacey,Washington,WA,"Lacey,WA",Thurston,US,"46.9781, -122.7024",46.9781,-122.7024
98511,17372,314,Tumwater,Washington,WA,"Tumwater,WA",Thurston,US,"46.9616, -123.0283",46.9616,-123.0283
98512,29679,72.1,Olympia,Washington,WA,"Olympia,WA",Thurston,US,"46.9498, -123.0212",46.9498,-123.0212
98513,34793,209,Olympia,Washington,WA,"Olympia,WA",Thurston,US,"46.9939, -122.743",46.9939,-122.743
98516,24536,271.8,Olympia,Washington,WA,"Olympia,WA",Thurston,US,"47.1126, -122.7794",47.1126,-122.7794
98530,689,43.8,Bucoda,Washington,WA,"Bucoda,WA",Thurston,US,"46.7982, -122.8718",46.7982,-122.8718
98540,339,1.1,East Olympia,Washington,WA,"East Olympia,WA",Thurston,US,"46.9781, -122.7024",46.9781,-122.7024
98556,329,11.3,Littlerock,Washington,WA,"Littlerock,WA",Thurston,US,"46.9024, -123.017",46.9024,-123.017
98576,5121,25.5,Rainier,Washington,WA,"Rainier,WA",Thurston,US,"46.8829, -122.6795",46.8829,-122.6795
98579,13394,54.9,Rochester,Washington,WA,"Rochester,WA",Thurston,US,"46.8193, -123.0406",46.8193,-123.0406
98589,7585,30.7,Tenino,Washington,WA,"Tenino,WA",Thurston,US,"46.8641, -122.8493",46.8641,-122.8493
98597,23972,74.6,Yelm,Washington,WA,"Yelm,WA",Thurston,US,"46.9206, -122.588",46.9206,-122.588
98599,23972,74.6,Olympia,Washington,WA,"Olympia,WA",Thurston,US,"47.0379, -122.9007",47.0379,-122.9007
98612,2907,13.8,Cathlamet,Washington,WA,"Cathlamet,WA",Wahkiakum,US,"46.1954, -123.3627",46.1954,-123.3627
98621,417,2.5,Grays River,Washington,WA,"Grays River,WA",Wahkiakum,US,"46.3535, -123.5888",46.3535,-123.5888
98643,385,3.8,Rosburg,Washington,WA,"Rosburg,WA",Wahkiakum,US,"46.3071, -123.6571",46.3071,-123.6571
98647,261,2.5,Skamokawa,Washington,WA,"Skamokawa,WA",Wahkiakum,US,"46.2952, -123.4332",46.2952,-123.4332
99323,3931,11.3,Burbank,Washington,WA,"Burbank,WA",Walla Walla,US,"46.1966, -118.9017",46.1966,-118.9017
99324,9733,1163.2,College Place,Washington,WA,"College Place,WA",Walla Walla,US,"46.0471, -118.4093",46.0471,-118.4093
99329,153,33.8,Dixie,Washington,WA,"Dixie,WA",Walla Walla,US,"46.1408, -118.1531",46.1408,-118.1531
99348,1361,1,Prescott,Washington,WA,"Prescott,WA",Walla Walla,US,"46.3539, -118.4097",46.3539,-118.4097
99360,1584,3.3,Touchet,Washington,WA,"Touchet,WA",Walla Walla,US,"46.0903, -118.663",46.0903,-118.663
99361,1780,3.3,Waitsburg,Washington,WA,"Waitsburg,WA",Walla Walla,US,"46.2691, -118.1447",46.2691,-118.1447
99362,41456,49.4,Walla Walla,Washington,WA,"Walla Walla,WA",Walla Walla,US,"46.0614, -118.3315",46.0614,-118.3315
99363,370,1.9,Wallula,Washington,WA,"Wallula,WA",Walla Walla,US,"46.0846, -118.9061",46.0846,-118.9061
98220,861,12,Acme,Washington,WA,"Acme,WA",Whatcom,US,"48.6752, -122.1914",48.6752,-122.1914
98225,49877,1410.9,Bellingham,Washington,WA,"Bellingham,WA",Whatcom,US,"48.749, -122.4887",48.749,-122.4887
98226,44406,148.4,Bellingham,Washington,WA,"Bellingham,WA",Whatcom,US,"48.7974, -122.4448",48.7974,-122.4448
98227,44406,148.4,Bellingham,Washington,WA,"Bellingham,WA",Whatcom,US,"48.7596, -122.4882",48.7596,-122.4882
98228,44406,148.4,Bellingham,Washington,WA,"Bellingham,WA",Whatcom,US,"48.7596, -122.4882",48.7596,-122.4882
98229,32211,238.6,Bellingham,Washington,WA,"Bellingham,WA",Whatcom,US,"48.6952, -122.4124",48.6952,-122.4124
98230,17056,138.8,Blaine,Washington,WA,"Blaine,WA",Whatcom,US,"48.9636, -122.7323",48.9636,-122.7323
98231,17056,138.8,Blaine,Washington,WA,"Blaine,WA",Whatcom,US,"48.9937, -122.7471",48.9937,-122.7471
98240,3132,57.1,Custer,Washington,WA,"Custer,WA",Whatcom,US,"48.9374, -122.6226",48.9374,-122.6226
98244,2783,2.4,Deming,Washington,WA,"Deming,WA",Whatcom,US,"48.8018, -122.0918",48.8018,-122.0918
98247,9433,55,Everson,Washington,WA,"Everson,WA",Whatcom,US,"48.9045, -122.3325",48.9045,-122.3325
98248,24475,121.9,Ferndale,Washington,WA,"Ferndale,WA",Whatcom,US,"48.8625, -122.5953",48.8625,-122.5953
98262,847,40.3,Lummi Island,Washington,WA,"Lummi Island,WA",Whatcom,US,"48.7128, -122.6823",48.7128,-122.6823
98264,20780,127.9,Lynden,Washington,WA,"Lynden,WA",Whatcom,US,"48.9372, -122.4592",48.9372,-122.4592
98266,3993,58.7,Maple Falls,Washington,WA,"Maple Falls,WA",Whatcom,US,"48.9533, -122.1283",48.9533,-122.1283
98276,660,851.1,Nooksack,Washington,WA,"Nooksack,WA",Whatcom,US,"48.9276, -122.3215",48.9276,-122.3215
98281,1191,103.9,Point Roberts,Washington,WA,"Point Roberts,WA",Whatcom,US,"48.9879, -123.0555",48.9879,-123.0555
98295,2733,32.2,Sumas,Washington,WA,"Sumas,WA",Whatcom,US,"48.9708, -122.2074",48.9708,-122.2074
99017,148,0.7,Lamont,Washington,WA,"Lamont,WA",Whitman,US,"47.1887, -117.8755",47.1887,-117.8755
99033,878,9.2,Tekoa,Washington,WA,"Tekoa,WA",Whitman,US,"47.2271, -117.0819",47.2271,-117.0819
99102,539,833,Albion,Washington,WA,"Albion,WA",Whitman,US,"46.792, -117.2503",46.792,-117.2503
99104,526,0.8,Belmont,Washington,WA,"Belmont,WA",Whitman,US,"47.0793, -117.177",47.0793,-117.177
99111,4349,5.4,Colfax,Washington,WA,"Colfax,WA",Whitman,US,"46.88, -117.367",46.88,-117.367
99113,719,3.1,Colton,Washington,WA,"Colton,WA",Whitman,US,"46.5901, -117.1692",46.5901,-117.1692
99125,603,0.9,Endicott,Washington,WA,"Endicott,WA",Whitman,US,"46.9364, -117.723",46.9364,-117.723
99128,316,1.5,Farmington,Washington,WA,"Farmington,WA",Whitman,US,"47.0847, -117.0763",47.0847,-117.0763
99130,856,4.1,Garfield,Washington,WA,"Garfield,WA",Whitman,US,"46.9946, -117.1523",46.9946,-117.1523
99136,12,0.6,Hay,Washington,WA,"Hay,WA",Whitman,US,"46.6973, -117.9417",46.6973,-117.9417
99143,739,0.8,Lacrosse,Washington,WA,"Lacrosse,WA",Whitman,US,"46.7717, -117.7703",46.7717,-117.7703
99149,271,30.9,Malden,Washington,WA,"Malden,WA",Whitman,US,"47.2288, -117.4727",47.2288,-117.4727
99158,586,2.6,Oakesdale,Washington,WA,"Oakesdale,WA",Whitman,US,"47.1282, -117.2427",47.1282,-117.2427
99161,1307,7.3,Palouse,Washington,WA,"Palouse,WA",Whitman,US,"46.9076, -117.0855",46.9076,-117.0855
99163,34632,58.6,Pullman,Washington,WA,"Pullman,WA",Whitman,US,"46.7352, -117.1729",46.7352,-117.1729
99164,0,0,Pullman,Washington,WA,"Pullman,WA",Whitman,US,"46.7313, -117.1796",46.7313,-117.1796
99170,995,2.3,Rosalia,Washington,WA,"Rosalia,WA",Whitman,US,"47.2218, -117.4147",47.2218,-117.4147
99171,1068,1.4,Saint John,Washington,WA,"Saint John,WA",Whitman,US,"47.0755, -117.573",47.0755,-117.573
99174,50,126.4,Steptoe,Washington,WA,"Steptoe,WA",Whitman,US,"47.006, -117.356",47.006,-117.356
99176,156,1.5,Thornton,Washington,WA,"Thornton,WA",Whitman,US,"47.1253, -117.3864",47.1253,-117.3864
99179,530,2.4,Uniontown,Washington,WA,"Uniontown,WA",Whitman,US,"46.5258, -117.0908",46.5258,-117.0908
99333,29,0.2,Hooper,Washington,WA,"Hooper,WA",Whitman,US,"46.7543, -118.148",46.7543,-118.148
98901,32204,99.9,Yakima,Washington,WA,"Yakima,WA",Yakima,US,"46.6021, -120.5059",46.6021,-120.5059
98902,46490,1980.1,Yakima,Washington,WA,"Yakima,WA",Yakima,US,"46.5934, -120.5311",46.5934,-120.5311
98903,14312,19.4,Yakima,Washington,WA,"Yakima,WA",Yakima,US,"46.5445, -120.7444",46.5445,-120.7444
98904,14312,19.4,Yakima,Washington,WA,"Yakima,WA",Yakima,US,"46.5645, -120.6947",46.5645,-120.6947
98907,14312,19.4,Yakima,Washington,WA,"Yakima,WA",Yakima,US,"46.6288, -120.574",46.6288,-120.574
98908,36848,137.7,Yakima,Washington,WA,"Yakima,WA",Yakima,US,"46.6165, -120.7094",46.6165,-120.7094
98909,36848,137.7,Yakima,Washington,WA,"Yakima,WA",Yakima,US,"46.6021, -120.5059",46.6021,-120.5059
98920,36848,137.7,Brownstown,Washington,WA,"Brownstown,WA",Yakima,US,"46.4043, -120.607",46.4043,-120.607
98921,627,1585.4,Buena,Washington,WA,"Buena,WA",Yakima,US,"46.4287, -120.3134",46.4287,-120.3134
57434,441,0.8,Conde,South Dakota,SD,"Conde,SD",Spink,US,"45.1393, -98.1534",45.1393,-98.1534
57436,459,0.7,Doland,South Dakota,SD,"Doland,SD",Spink,US,"44.8159, -98.0947",44.8159,-98.0947
57440,622,1.7,Frankfort,South Dakota,SD,"Frankfort,SD",Spink,US,"44.8084, -98.2935",44.8084,-98.2935
57460,362,1.2,Mansfield,South Dakota,SD,"Mansfield,SD",Spink,US,"45.243, -98.5629",45.243,-98.5629
57461,336,1.2,Mellette,South Dakota,SD,"Mellette,SD",Spink,US,"45.1631, -98.4824",45.1631,-98.4824
57465,319,0.9,Northville,South Dakota,SD,"Northville,SD",Spink,US,"45.1611, -98.6589",45.1611,-98.6589
57469,3480,4.4,Redfield,South Dakota,SD,"Redfield,SD",Spink,US,"44.8719, -98.5112",44.8719,-98.5112
57476,424,1.1,Tulare,South Dakota,SD,"Tulare,SD",Spink,US,"44.7305, -98.5539",44.7305,-98.5539
57477,166,0.5,Turton,South Dakota,SD,"Turton,SD",Spink,US,"45.0379, -98.0996",45.0379,-98.0996
57532,2946,0.9,Fort Pierre,South Dakota,SD,"Fort Pierre,SD",Stanley,US,"44.3426, -100.4043",44.3426,-100.4043
57537,105,0.2,Hayes,South Dakota,SD,"Hayes,SD",Stanley,US,"44.3703, -101.0215",44.3703,-101.0215
57520,97,0.4,Agar,South Dakota,SD,"Agar,SD",Sully,US,"44.8393, -100.0712",44.8393,-100.0712
57564,1030,0.7,Onida,South Dakota,SD,"Onida,SD",Sully,US,"44.7125, -100.0957",44.7125,-100.0957
57555,4424,3.5,Mission,South Dakota,SD,"Mission,SD",Todd,US,"43.285, -100.5954",43.285,-100.5954
57563,265,3.2,Okreek,South Dakota,SD,"Okreek,SD",Todd,US,"43.3633, -100.3809",43.3633,-100.3809
57566,1214,2.3,Parmelee,South Dakota,SD,"Parmelee,SD",Todd,US,"43.3117, -101.0081",43.3117,-101.0081
57570,2019,8.4,Rosebud,South Dakota,SD,"Rosebud,SD",Todd,US,"43.2328, -100.8535",43.2328,-100.8535
57572,1854,4.3,Saint Francis,South Dakota,SD,"Saint Francis,SD",Todd,US,"43.1444, -100.9051",43.1444,-100.9051
57528,851,1.4,Colome,South Dakota,SD,"Colome,SD",Tripp,US,"43.2273, -99.6933",43.2273,-99.6933
57534,302,0.4,Hamill,South Dakota,SD,"Hamill,SD",Tripp,US,"43.6439, -99.6918",43.6439,-99.6918
57541,208,0.5,Ideal,South Dakota,SD,"Ideal,SD",Tripp,US,"43.5596, -99.9279",43.5596,-99.9279
57580,3998,1.6,Winner,South Dakota,SD,"Winner,SD",Tripp,US,"43.3318, -99.8033",43.3318,-99.8033
57584,57,0.5,Witten,South Dakota,SD,"Witten,SD",Tripp,US,"43.4498, -100.0783",43.4498,-100.0783
57014,1408,4.3,Centerville,South Dakota,SD,"Centerville,SD",Turner,US,"43.1176, -96.9636",43.1176,-96.9636
57015,824,6.2,Chancellor,South Dakota,SD,"Chancellor,SD",Turner,US,"43.408, -96.9827",43.408,-96.9827
57021,210,3.4,Davis,South Dakota,SD,"Davis,SD",Turner,US,"43.2864, -96.9792",43.2864,-96.9792
57036,632,3.4,Hurley,South Dakota,SD,"Hurley,SD",Turner,US,"43.2893, -97.1904",43.2893,-97.1904
57043,1339,4.9,Marion,South Dakota,SD,"Marion,SD",Turner,US,"43.4188, -97.2771",43.4188,-97.2771
57047,241,6.7,Monroe,South Dakota,SD,"Monroe,SD",Turner,US,"43.5207, -97.212",43.5207,-97.212
57053,1774,5.1,Parker,South Dakota,SD,"Parker,SD",Turner,US,"43.402, -97.1333",43.402,-97.1333
57070,1537,5.7,Viborg,South Dakota,SD,"Viborg,SD",Turner,US,"43.1815, -97.114",43.1815,-97.114
57001,1581,5.1,Alcester,South Dakota,SD,"Alcester,SD",Union,US,"43.0047, -96.6332",43.0047,-96.6332
57004,3722,6.5,Beresford,South Dakota,SD,"Beresford,SD",Union,US,"43.0874, -96.7813",43.0874,-96.7813
57025,2986,8.1,Elk Point,South Dakota,SD,"Elk Point,SD",Union,US,"42.7382, -96.687",42.7382,-96.687
57038,1580,12,Jefferson,South Dakota,SD,"Jefferson,SD",Union,US,"42.6013, -96.5784",42.6013,-96.5784
57049,6399,157.9,North Sioux City,South Dakota,SD,"North Sioux City,SD",Union,US,"42.5249, -96.5074",42.5249,-96.5074
57420,68,0.6,Akaska,South Dakota,SD,"Akaska,SD",Walworth,US,"45.3324, -100.1186",45.3324,-100.1186
57452,271,0.5,Java,South Dakota,SD,"Java,SD",Walworth,US,"45.4492, -99.822",45.4492,-99.822
57472,1039,1.3,Selby,South Dakota,SD,"Selby,SD",Walworth,US,"45.4786, -100.0541",45.4786,-100.0541
57601,3881,7.4,Mobridge,South Dakota,SD,"Mobridge,SD",Walworth,US,"45.5407, -100.4315",45.5407,-100.4315
57631,421,0.9,Glenham,South Dakota,SD,"Glenham,SD",Walworth,US,"45.5335, -100.2716",45.5335,-100.2716
57031,801,5.9,Gayville,South Dakota,SD,"Gayville,SD",Yankton,US,"42.8835, -97.183",42.8835,-97.183
57040,343,2.3,Lesterville,South Dakota,SD,"Lesterville,SD",Yankton,US,"43.0394, -97.5956",43.0394,-97.5956
57046,870,5.1,Mission Hill,South Dakota,SD,"Mission Hill,SD",Yankton,US,"42.9836, -97.3349",42.9836,-97.3349
57067,459,3.2,Utica,South Dakota,SD,"Utica,SD",Yankton,US,"43.0164, -97.3694",43.0164,-97.3694
57072,556,2.6,Volin,South Dakota,SD,"Volin,SD",Yankton,US,"42.9572, -97.1803",42.9572,-97.1803
57078,19107,66.2,Yankton,South Dakota,SD,"Yankton,SD",Yankton,US,"42.8821, -97.3986",42.8821,-97.3986
57622,440,1.1,Cherry Creek,South Dakota,SD,"Cherry Creek,SD",Ziebach,US,"44.6055, -101.4999",44.6055,-101.4999
57623,1066,0.5,Dupree,South Dakota,SD,"Dupree,SD",Ziebach,US,"45.0079, -101.6337",45.0079,-101.6337
37705,3961,40.4,Andersonville,Tennessee,TN,"Andersonville,TN",Anderson,US,"36.1915, -84.0544",36.1915,-84.0544
37710,1006,5.4,Briceville,Tennessee,TN,"Briceville,TN",Anderson,US,"36.1626, -84.2992",36.1626,-84.2992
37716,27010,118,Clinton,Tennessee,TN,"Clinton,TN",Anderson,US,"36.0869, -84.1897",36.0869,-84.1897
37717,27010,118,Clinton,Tennessee,TN,"Clinton,TN",Anderson,US,"36.11, -84.1672",36.11,-84.1672
37769,5763,80.2,Lake City,Tennessee,TN,"Lake City,TN",Anderson,US,"36.2032, -84.1386",36.2032,-84.1386
37828,1264,170.4,Norris,Tennessee,TN,"Norris,TN",Anderson,US,"36.2005, -84.0858",36.2005,-84.0858
37830,29454,135.3,Oak Ridge,Tennessee,TN,"Oak Ridge,TN",Anderson,US,"36.0159, -84.2623",36.0159,-84.2623
37831,29454,135.3,Oak Ridge,Tennessee,TN,"Oak Ridge,TN",Anderson,US,"36.106, -84.1958",36.106,-84.1958
37020,5820,20.2,Bell Buckle,Tennessee,TN,"Bell Buckle,TN",Bedford,US,"35.6381, -86.3949",35.6381,-86.3949
37160,33903,55.1,Shelbyville,Tennessee,TN,"Shelbyville,TN",Bedford,US,"35.4863, -86.4624",35.4863,-86.4624
37161,33903,55.1,Shelbyville,Tennessee,TN,"Shelbyville,TN",Bedford,US,"35.4834, -86.4603",35.4834,-86.4603
37162,33903,55.1,Shelbyville,Tennessee,TN,"Shelbyville,TN",Bedford,US,"35.5108, -86.45",35.5108,-86.45
37180,3986,37,Unionville,Tennessee,TN,"Unionville,TN",Bedford,US,"35.6224, -86.5639",35.6224,-86.5639
37183,3121,15.7,Wartrace,Tennessee,TN,"Wartrace,TN",Bedford,US,"35.5123, -86.3277",35.5123,-86.3277
37360,1440,24,Normandy,Tennessee,TN,"Normandy,TN",Bedford,US,"35.4296, -86.2557",35.4296,-86.2557
38221,3326,11.8,Big Sandy,Tennessee,TN,"Big Sandy,TN",Benton,US,"36.2285, -88.0627",36.2285,-88.0627
38320,10357,28,Camden,Tennessee,TN,"Camden,TN",Benton,US,"36.0556, -88.1119",36.0556,-88.1119
38333,185,8.2,Eva,Tennessee,TN,"Eva,TN",Benton,US,"36.1142, -87.982",36.1142,-87.982
38341,2513,6.3,Holladay,Tennessee,TN,"Holladay,TN",Benton,US,"35.8951, -88.0912",35.8951,-88.0912
37367,12152,12.8,Pikeville,Tennessee,TN,"Pikeville,TN",Bledsoe,US,"35.6408, -85.2077",35.6408,-85.2077
37701,7714,248.5,Alcoa,Tennessee,TN,"Alcoa,TN",Blount,US,"35.7852, -83.9809",35.7852,-83.9809
37737,5638,84.7,Friendsville,Tennessee,TN,"Friendsville,TN",Blount,US,"35.7523, -84.1061",35.7523,-84.1061
37777,12067,131.8,Louisville,Tennessee,TN,"Louisville,TN",Blount,US,"35.8375, -84.0089",35.8375,-84.0089
